Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
81Jz4pO,gRLqyN,2025-09-24 08:05:00,rec8jxS1NF85EEJR8,2.0,,,No,No,,,,,,,,
aQazbby,WOON54e,2025-09-24 13:56:00,recTbVfWy2yvhocTR,1.0,,,Yes,No,No,Yes,"Last week part one,i requested for 3 days grace period,which instead i was just granted only one...this week i wanted to request 2 days grace period,but your agents didn't respond to it",No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Grace period request doesn't work
9qorNp5,J996224,2025-09-24 14:03:00,recgVI84I49E7jqTi,7.0,,,No,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,My phones sensitivity is poor and it's hanging the screen shakes
xXl6jjk,obbyByO,2025-09-24 14:08:00,recXRstPYpMzcURWj,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,The services are excellent
ODoK1D8,Npp0N9j,2025-09-25 11:49:00,recWl6gdIUHnjBEwT,10.0,,,Yes,Yes,No,No,am ok with your services,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,keep on good job i give u guys10/10
81JzzQx,Vk8BMg,2025-09-25 11:49:00,rec1JcsrpzrTySXTH,10.0,,,Yes,Yes,No,No,No,No,,,,
KYaAQDg,aQQGJV9,2025-09-25 11:51:00,recqp5XveR0Bq2OwY,10.0,,,Yes,Yes,Yes,Yes,Talking to one of your staff,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Network
ZjZXjDe,y8JXV4,2025-09-25 11:56:00,recyObKVDfEB2hTzJ,6.0,,,Yes,No,Yes,Yes,The customer care line is sometimes out of reach,No,"Yes, but I am not satisfied with the MoApp",,,
Xx2d5E4,Gxx0ARQ,2025-09-25 11:58:00,recpqthVz7TFTlL2x,10.0,,,Yes,Yes,No,No,4,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,7
EkNeK8N,RGGLyAK,2025-09-25 12:02:00,recol4bOVjGXt4NIT,10.0,,,Yes,Yes,No,No,All is ggod,,,,,
VL4XGVg,9qqljjX,2025-09-25 12:03:00,reckpYHjOHXUiCsrP,4.0,,,No,No,Yes,Yes,Customer service,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Find a way we update other apps on our phones and not necessarily having to come to town for updates or installs it's really inconvenient
dWkXNeD,BPBP2A,2025-09-25 12:08:00,recIhvhUKyQtm2qGq,10.0,,,Yes,Yes,Yes,No,Updating my payment took time and eventually got my phone locked,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,You should extend you customer care services upto late night for inconvenience assistance during off peak hoirs
jakXbq6,BzzBRlN,2025-09-25 12:08:00,recFG9gPY91VkgLDl,10.0,,,Yes,Yes,No,No,Non,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,In need a Samsung Z fold 6/7 model if you can get it.
WOjXE9v,BzzBRv4,2025-09-25 12:10:00,rec248OnGNOXPBUUn,8.0,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,"Question, if I repay fully in less than an year, can I trade in to upgrade?"
WOjXr0R,b55OJ26,2025-09-25 12:12:00,recAhnpXW23U5SNx1,10.0,,,Yes,No,No,Yes,"My phone was stolen and I thot maybe I would get another one and link the loan with the second phone I continue servicing as I enjoy the services
",,,,,
 Servicing a loan without another device is kinda demoralising though its still an obligation i have to meet but if I got another device I would really much appreciate ,,,,,,,,,,,,,,,,
 Being a second time client,i would really appreciate. ,,,,,,,,,,,,,,,
" Thanks""",No,,Reach Out via a Sales Agent,,Not at the moment,,,,,,,,,,,
Xx2dJ9Y,pjgoZB,2025-09-25 12:12:00,receahL1GpamBixQH,3.0,,,No,Yes,No,No,"Phone tends to hang at times ,some functions do not work,also battery life is way below average",Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Kindly thoroughly check phones before making selling...I'm not saying phones are terrible but has minor issues
kdAW7DJ,QbRJbY,2025-09-25 12:14:00,recBxwF2AGjb4z7yS,,,,Yes,,,,,,,,,
KYaAxvK,444j6Vk,2025-09-25 12:15:00,recJ1XopseWJgDjTe,5.0,,,Yes,No,Yes,Yes,Accessing loans,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"I need a loan from of Ksh 25,000 morphones"
RGV1D04,4gLJQY,2025-09-25 12:17:00,recZEuaV0GrgaCQYz,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
dWAjPDo,Djp57Z,2025-09-25 12:19:00,rec47arUKhJ60rHUp,8.0,,,,Yes,,,,,,,,
b56Xdqe,yPPDBax,2025-09-25 12:19:00,receynvRmOiD5FDs6,10.0,,,Yes,Yes,No,No,,,,,,
7RpOxv0,aQQGWN9,2025-09-25 12:20:00,recE1lpX0ryVGOqOJ,1.0,,,No,No,,,,,,,,
2EDzKVb,yOvdE8,2025-09-25 12:21:00,recUqRCwd38FQm80s,5.0,,,Yes,No,No,No,"I choose to be paying my phone on every 21st of the month, tell me why my phone was locked on on 18th last week before it clocked even a month since I paid.
",,,,,
" Now I'm forced to be paying it weekly 😒 something that I'm not comfortable with.""",No,,Free SMS – 25044,,I have already raised my complain,,,,,,,,,,,
dWkXdZK,obbOJbX,2025-09-25 12:21:00,recjJFsJy4JW97UP3,2.0,,,No,No,Yes,"No, I have never looked for customer care",,,,,,
7RDvK8a,oqRMA1,2025-09-25 12:21:00,recMD6JBf5SZGSAkC,10.0,,,Yes,Yes,Yes,Yes,The app was not showing balances,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Non
KYaA1AK,2MojMM,2025-09-25 12:21:00,rec0fgivE1Xv7sHFV,6.0,,,Yes,No,Yes,"No, I have never looked for customer care",Good,Yes,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,Yes,Finw
pbkXDZE,811eXRY,2025-09-25 12:22:00,recJGb0CRzalEO9QQ,4.0,,,No,Yes,Yes,Yes,My phone is draining soo fast.and when online is soo hot,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,How can you help me with the problem I have?
QKOpV6G,YEDa6N,2025-09-25 12:23:00,recQOgP26osTnxLlB,6.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,,"Yes, and I am satisfied with the MoApp",,,
aQaXY0W,ZjjJxga,2025-09-25 12:23:00,recjYcsxCqPmuIsYQ,5.0,,,,,,,,,,,,
b56Xxxe,q44Pyv7,2025-09-25 12:24:00,recqShWkmwl9ip9n7,4.0,,,No,No,No,No,,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
PdGL5Wb,Gxx0MGe,2025-09-25 12:25:00,rec8at3oXBX7ykMKo,,,,Yes,Yes,,,,,,,,
1Apz7Rl,jdDez1,2025-09-25 12:25:00,recpSgLxWQIXC6qfw,9.0,,,Yes,Yes,No,No,N/a,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,N/a
kdkXEDe,PaMooe,2025-09-25 12:25:00,recOXinkkzSmVDECS,0.0,,,No,No,No,Yes,Network and screen display issues,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,Have been in workshop twice with unsuccessful
aQaXYVW,dLMYNo,2025-09-25 12:27:00,recdSSZnE4dZXO2oM,0.0,,,No,No,No,Yes,Failure to acknowledge the phones problem,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,0
A7jNdWN,ZjjJ0VA,2025-09-25 12:28:00,recSIL7kzxNEQzTwm,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
9qoPW7Q,VLL8gQv,2025-09-25 12:29:00,recvmZUNnEQkxEQaX,6.0,,,Yes,Yes,No,No,It's a no,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,I like it so far despite the restrictions of third party Apps
ZjZX620,BzzBv2N,2025-09-25 12:30:00,recrQPHKExcxSALyZ,3.0,,,No,No,No,Yes,"Everyday I do send unlock request ,because you people keep on locking my phone every single day,and am almost giving up like yesterday I texted in the morning and you people unlock the phone after 6 good hours of waiting ,surely what that's really",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"My phone being locked everyday,even after texting you to add the other number"
RGV10Rl,5BB2R1P,2025-09-25 12:30:00,rec4Hpr2QIi83mcnW,1.0,,,No,No,Yes,Yes,"I had several issues with this phone when I tried to rich out to one of you, the was she handled me I was much disappointed",Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Kindly my phone lost sensor and I can't operate without a pen
Bz2qXbA,jaaxNB9,2025-09-25 12:32:00,recooEVUgYPMUMmHs,10.0,,,Yes,Yes,No,No,Not applicable,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No
Zj1x7oA,XxlPa9j,2025-09-25 12:34:00,recI0WSHQUm2lG8bu,,,,Yes,Yes,,,,,,,,
A7jNlNy,WG11qe,2025-09-25 12:34:00,rec1LdGi9OZeqhz30,8.0,,,Yes,Yes,No,No,N/B,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,N/B
yPdry96,b55Ob8E,2025-09-25 12:34:00,rec2BW7npYAfR2s4Q,,,,Yes,,,,,,,,,
gDkXA7D,ZjjJq15,2025-09-25 12:36:00,rec7P0L9YIuKQ2Kkc,9.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Great service
ZjZXVQ0,jaDVLMY,2025-09-25 12:36:00,recCGoGXWotHLKAQS,5.0,,,,,,,,,,,,
dWkXYgN,vGG2k7g,2025-09-25 12:37:00,recrPoRu9X9hLnlnw,7.0,,,Yes,Yes,No,Yes,customer service is a bit poor,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Sales representatives should pool up their approaching language
Me7lOPY,Pdd0VgB,2025-09-25 12:37:00,recmCH5jwOxjUhpTO,1.0,,,No,No,Yes,Yes,Didn't get help at all,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,The battery of your phone is bad
EkNe05X,VLL822l,2025-09-25 12:38:00,rec41WKHcWj3p5GUK,,,,,Yes,,,,,,,,
D4Z91QN,DOdK2X,2025-09-25 12:38:00,rec6JUNEiNdbHtKWO,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Thank you
rjkREOM,yPPDVWW,2025-09-25 12:38:00,rec4B9MUt2z2Q7mBO,9.0,,,Yes,Yes,No,Yes,,,,,,
kdkXABZ,Mee5o2p,2025-09-25 12:39:00,recMYV6bfE9TwYSEH,10.0,,,Yes,Yes,No,No,I don’t have any challenges so far,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Good services
0QDzPx0,RGGL7Gv,2025-09-25 12:39:00,recbu9d06yUvwpIzx,10.0,,,Yes,Yes,No,No,,No,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,No,The app is good but it keeps hanging and logging me out everytime
9qoPlGQ,rjjEzeM,2025-09-25 12:40:00,recN1IOKbXK0FlM3Q,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",Not yet had the need to contact customer care .,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,My phone is barely a week old since acquiring it.
ODoK0Mp,VLL8k1a,2025-09-25 12:41:00,recYLvTRNriewcsEi,,,,Yes,Yes,,,,,,,,
A7jN81l,xXXZeRJ,2025-09-25 12:44:00,recBIFH3kZR3zyzEP,10.0,,,Yes,Yes,Yes,No,Network Challenges,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Morphones services are excellent,despite a few challenges like network error,but the staff always respond on time when reached."
1ApzMyl,QKK06Lp,2025-09-25 12:44:00,reczcsI07ErvkqA5E,10.0,,,Yes,Yes,No,No,,,,,,
1ApzMx1,DrkMyR,2025-09-25 12:45:00,rec5RADOmfhDK3Zpd,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,No
Bz2qZee,ODD0W2R,2025-09-25 12:47:00,recYsRCVRzxjer3lu,5.0,,,Yes,Yes,No,No,No challenge,No,"No, I have never used it",Reach Out via a Sales Agent,No,Disappointed with the back screen
RGV1YWv,ob6Py8O,2025-09-25 12:47:00,recLZTfqtdeAupDIS,10.0,,,Yes,Yes,No,No,Very long queue,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No am happy and satisfied
NpRvYRW,gDD4yWl,2025-09-25 12:49:00,rec9kTK6fjvRXXwb9,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
GxQaDAk,pjdjLq,2025-09-25 12:51:00,recekgic1sjtEy2ay,4.0,,,Yes,Yes,Yes,Yes,I had some inquiries but the agent gave me wrong information,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Your agents should be professional abit
Xx2dMyd,xXX2xMG,2025-09-25 12:52:00,rec4uZpLHSdqhTx4d,6.0,,,Yes,No,No,Yes,.,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,.
81RVPrx,Y2XXGd,2025-09-25 12:52:00,recT0PKJCSvuXRo10,10.0,,,Yes,Yes,No,No,"Mpesa payment ,the you switched of my phone ,check on that",Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Mo phones are the best
lbMX76V,7RRZBA0,2025-09-25 12:53:00,recjxSzQXD04nU3dW,9.0,,,Yes,Yes,No,Yes,I tested with no reply,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
PdGLXae,Pddlj0x,2025-09-25 12:53:00,recgRG0XNNfN66mxf,0.0,,,No,No,No,Yes,,,,,,
J9WbJX4,KYYLQYA,2025-09-25 12:54:00,recyXwLYwT1SbJvPQ,8.0,,,No,Yes,Yes,No,The device has alot of challenges,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The device has alot of advertisements
0QDzjry,ODDL1LM,2025-09-25 12:54:00,recCSSteo0cN5azjj,8.0,,,Yes,Yes,No,No,No challenges yet,No,"No, I have never used it",Free SMS – 25044,No,Good company indeed
5BpovEM,aQQGbjB,2025-09-25 12:55:00,rec8VhzeK900EN12v,3.0,,,Yes,No,No,No,,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
Bz2qb0K,WOOP9ga,2025-09-25 12:55:00,recTvWRvJ4DZlzh0a,6.0,,,Yes,Yes,,,,,,,,
rjkRdE2,dByPay,2025-09-25 12:55:00,reczmdCEsi8fe1xHf,5.0,,,Yes,Yes,No,Yes,If someone has paid pls try to upgrade automatic,No,"No, I have never used it",Free SMS – 25044,Yes,Try to put it automatic
RGV1ByP,eqqLZgo,2025-09-25 12:56:00,recRza7oacdyIOS0B,8.0,,,Yes,Yes,,,,,,,,
q4kXWBG,vGG272l,2025-09-25 12:56:00,recdIKIbODMQgtzL0,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
44pRo7o,Gxx0NGe,2025-09-25 12:58:00,recFFqcZFHkqM6GxU,5.0,,,No,No,No,"No, I have never looked for customer care",Have not contacted customer service 🙄,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,The battery life of my phone is terrible
lbMXlzk,xXX2xBo,2025-09-25 12:58:00,rec3WdMPohrSLtu0s,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Sometimes I have experience in lost
dWkX2yN,b5VQEb2,2025-09-25 12:58:00,rec1GUTObfRG5hPoB,4.0,,,No,No,No,Yes,It's 1 week now no response on whatsapp,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"Pick my calls or get bark urgently, I'm tired"
RGV1B7K,yPPxZB6,2025-09-25 12:58:00,recdnutUQfkmgQyL5,10.0,,,Yes,Yes,No,No,P,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Appreciate the repayment plans
WO0ylVR,d7xQOV,2025-09-25 12:59:00,rectqW3jVEKpzsWAq,2.0,,,Yes,,,,,,,,,
eqY8Nje,RGGRG4l,2025-09-25 13:00:00,recCFSnzftDijmlz0,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",Am ok,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,I dont have
GxQaYrZ,QKKdKjG,2025-09-25 13:01:00,recduCF9h9hiu8W3w,6.0,,,No,No,No,,,,,,,
81RVJ4x,bbjeeE,2025-09-25 13:01:00,recX2dj27KJ9vzl6y,6.0,,,Yes,Yes,Yes,No,N/a,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,"1.Stop rolling over non payment
"
" 2Allow people to install apps tht r important in their day to day activities""",,,,,,,,,,,,,,,,
Me7l8Ql,811G1BA,2025-09-25 13:02:00,recGxjWPYOnq4S5Rq,5.0,,,Yes,Yes,,,,,,,,
gDkXW7d,BzzZzlQ,2025-09-25 13:03:00,recmtQfX2A8EYMFdR,6.0,,,Yes,Yes,No,No,"So far soo good
",,,,,
" But the phone internet speed is slower""",Yes,,Reach Out via a Sales Agent,,Not at all,,,,,,,,,,,
ZjZXPqy,444L4Wd,2025-09-25 13:05:00,recqGIaijnhEc0pBB,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,.
GxQaXEO,XxxE5Od,2025-09-25 13:06:00,rec4RtatcGlyHpKaO,,,,Yes,Yes,,,,,,,,
jakX529,VLLVpMv,2025-09-25 13:06:00,recn1nFyARgsqZnqe,8.0,,,Yes,No,No,No,",",,,,,
Xx2dO9e,eqqLqgO,2025-09-25 13:06:00,recOCj2r0HmL1kHZM,7.0,,,No,No,No,Yes,I tried explain to the agent the issues with my phone had with network and location services but it wasnt sorted fully,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Work on customer satisfactory like for instance i had issues i wanted to change my gadget while still new in 72 hours time i was told i can't change because its past 48hrs...work on that please
Y5xXp2W,XxxE52V,2025-09-25 13:07:00,rechm2DkmfsEe3OrN,10.0,,,Yes,Yes,No,,,,,,,
lbMXKbp,v66B54,2025-09-25 13:07:00,rec51hQNvEnNnFQvp,9.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,I love Mophones
ODoKdVp,XxxE5Y4,2025-09-25 13:07:00,recE9zBoCkuF4N0ov,0.0,,,No,No,No,Yes,You never sorted my battery issues and the phone is over heating,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Sort my phone battery and overheating issue
D4Z9xDE,obbo9LP,2025-09-25 13:08:00,recnCM7Fc5X99I3p5,5.0,,,Yes,Yes,No,No,,,,,,
WOjXKzP,XxxE5dL,2025-09-25 13:09:00,recTIKKpNHyIfTUH0,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",Am okay,No,"No, I have never used it",Reach Out via a Sales Agent,No,Not really
rjkRJDl,LZZXDgJ,2025-09-25 13:09:00,recHdg4PVHcMPyAWd,10.0,,,Yes,Yes,No,No,No challenges at all,Yes,"No, I have never used it",Free SMS – 25044,No,No other
NpRvbMj,vGj5ajA,2025-09-25 13:09:00,recEyEsrB2Pc8eYgV,10.0,,,Yes,Yes,Yes,No,Maintain,No,"Yes, and I am satisfied with the MoApp",,,
GxQaqoe,jaaLeRx,2025-09-25 13:10:00,recJEuYh2HeFoQPpk,1.0,,,No,No,No,No,Your phone is good but it really disturb,,,,,
GxpZy9k,PZrGyd,2025-09-25 13:10:00,recjueaXr3WDH4nV0,10.0,,,Yes,Yes,No,No,They are good 👍,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,They are good 👍 and best of service
Bz2qj65,VLLVpka,2025-09-25 13:10:00,rec3ev7dYE67bSxBO,9.0,,,Yes,Yes,No,No,No,,,,,
68pGpJY,ODDLaza,2025-09-25 13:10:00,reccuZ7PXKUt0HrDG,0.0,,,No,,,,,,,,,
0QDzZky,GxxLe8o,2025-09-25 13:10:00,recdKd30jliqr4gAc,5.0,,,No,No,No,No,6,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
lbMXY2p,Pddlpp0,2025-09-25 13:10:00,recOUdwSFkBdtxF3i,9.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Devices are very good
gDkXJRP,ODDLa5a,2025-09-25 13:11:00,recvb9rGig9nw1OOw,10.0,,,Yes,Yes,Yes,Yes,I brought in a phone one day registered under,,,,,
81RVRNP,RGGRxzK,2025-09-25 13:11:00,rec3p5dCXCAdFi9kG,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
0QDzZWQ,Zjjl8oA,2025-09-25 13:11:00,recTNwLvEeEaa4TWb,5.0,,,Yes,Yes,No,No,Battery performance it deplets very fast,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Battery challenge
ZjZXZOz,jaaLZxJ,2025-09-25 13:12:00,reczqwIyyRB86Wngu,10.0,,,Yes,Yes,No,Yes,"Needed my phone unlocked and they couldn't do it yet I'm a second time client
",,,,,
" I also needed my payment deadline to be moved to Friday. Was never assisted""",Yes,,Phone Call – +254 728 444 442 or +254 709 924 404,,,,,,,,,,,,,
NpRvRBN,5Nj24o,2025-09-25 13:13:00,recIJxg2H2u4CfsBA,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Good customer support!
Xx2d2rg,lbbLBAN,2025-09-25 13:13:00,recNmNo8lQApAO2w8,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",i was sorted and finally i was happy,No,"No, I have never used it",MoPhones App,No,i bought my phone in cash
GxQaQbe,J99LqoJ,2025-09-25 13:13:00,recifdQdSzDzzCQj4,10.0,,,Yes,Yes,No,No,I have no challenges,,,,,
GxQaQYQ,yVa9M0,2025-09-25 13:14:00,recE0eTfb36D3Cm5X,9.0,,,Yes,Yes,No,No,No issue,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I dont like how my battery drains
kdkXkle,PddlpAB,2025-09-25 13:14:00,rec7JiXTzB50HEelz,10.0,,,Yes,Yes,No,No,You've not been providing chargers whenever o purchases phone from you that making it total challenge. If possible provide two chargers of the phones I've purchased from yu,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Am OK
VL4X4qM,Pddlp4d,2025-09-25 13:17:00,rec9XEa1g7eVo0XW9,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Currently no feedback..am highly cont
9qoP4QX,NeKj8p,2025-09-25 13:19:00,recirZZQLHj7fFY1X,0.0,,,No,No,No,No,Ghjjjs,No,"No, I have never used it",Reach Out via a Sales Agent,No,Bsbsh
ODoKE9k,XZgG4P,2025-09-25 13:21:00,recrP0da7q6A6c8WV,10.0,,,Yes,Yes,No,No,.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,.
b56XAdE,gDDLdMd,2025-09-25 13:22:00,rec63xIpIRfEiGw7E,,,,Yes,Yes,,,,,,,,
lbMX40N,D445kDp,2025-09-25 13:23:00,recb1fcXbU6xl9iCC,8.0,,,Yes,Yes,No,No,No,,,,,
kdkXg0d,xXX2MK9,2025-09-25 13:28:00,rec58PFtCOTGKCyj0,10.0,,,Yes,Yes,Yes,No,No,Yes,"No, I have never used it",Free SMS – 25044,No,Iam so convinced you are the best
VL4XqXJ,VLLVPjM,2025-09-25 13:30:00,rec0Su49O2lA2esgZ,9.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Am ok
rjkRpKl,9qqOZ21,2025-09-25 13:30:00,recVvBc6MVLeKwcSZ,8.0,,,Yes,Yes,No,No,,,,,,
VL4Xd2a,pbbGo2q,2025-09-25 13:33:00,recqhFykihSmJovuf,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
44pRdoX,xXX2JrE,2025-09-25 13:35:00,recwDHIdlgyE8HuYe,10.0,,,Yes,Yes,No,No,.,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,"I’ve had a great experience with MoPhones so far. The service is reliable, the support team is responsive, and the overall customer care feels genuinely thoughtful. I appreciate the effort you put into making things smooth and accessible. Keep up the excellent work!"
